genome_id,size,assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,path,genome_file,superkingdom,phylum,class,order,family,genus,species
GCF_002355735.1_ASM235573v1,837980,GCF_002355735.1,PRJNA224116,SAMD00031266,NA,representative genome,1620215,1620215,Sulfuricaulis limicola,strain=HA5,NA,latest,Complete Genome,Major,Full,30-07-16,ASM235573v1,"The Institute of Low Temperature Science, Hokkaido University",GCA_002355735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/735/GCF_002355735.1_ASM235573v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_002355735.1_ASM235573v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfuricaulis,Sulfuricaulis limicola
GCF_001011155.1_ASM101115v1,1503483,GCF_001011155.1,PRJNA224116,SAMN03375744,NA,na,1620421,1620421,Hoeflea sp. IMCC20628,strain=IMCC20628,NA,latest,Complete Genome,Major,Full,21-05-15,ASM101115v1,Inha University,GCA_001011155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/011/155/GCF_001011155.1_ASM101115v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001011155.1_ASM101115v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Hoeflea,Hoeflea sp. IMCC20628
GCF_001543325.1_ASM154332v1,843788,GCF_001543325.1,PRJNA224116,SAMN04299808,NA,representative genome,1622118,1622118,Lutibacter profundi,strain=LP1,NA,latest,Complete Genome,Major,Full,01-02-16,ASM154332v1,University of Bergen,GCA_001543325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/325/GCF_001543325.1_ASM154332v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001543325.1_ASM154332v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter profundi
GCF_016767215.1_ASM1676721v1,1094904,GCF_016767215.1,PRJNA224116,SAMN17255689,NA,na,1630406,1630406,Tamlana sp. s12,strain=s12,NA,latest,Complete Genome,Major,Full,28-01-21,ASM1676721v1,shandong university,GCA_016767215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/767/215/GCF_016767215.1_ASM1676721v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_016767215.1_ASM1676721v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tamlana,Tamlana sp. s12
GCF_001610835.1_ASM161083v1,2429641,GCF_001610835.1,PRJNA224116,SAMN03417854,NA,na,1632864,1632864,Planctomyces sp. SH-PL14,strain=SH-PL14,NA,latest,Complete Genome,Major,Full,05-04-16,ASM161083v1,NIOO-KNAW,GCA_001610835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/835/GCF_001610835.1_ASM161083v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001610835.1_ASM161083v1_genomic.fna.gz,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces sp. SH-PL14
GCF_001610875.1_ASM161087v1,1932241,GCF_001610875.1,PRJNA224116,SAMN03417851,NA,na,1632865,1632865,Pirellula sp. SH-Sr6A,strain=SH-Sr6A,NA,latest,Complete Genome,Major,Full,05-04-16,ASM161087v1,NIOO-KNAW,GCA_001610875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/875/GCF_001610875.1_ASM161087v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001610875.1_ASM161087v1_genomic.fna.gz,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula sp. SH-Sr6A
GCF_023721695.1_ASM2372169v1,1253353,GCF_023721695.1,PRJNA224116,SAMN27616901,JALLLR000000000.1,representative genome,1632866,1632866,Alkalimarinus sediminis,strain=FA028,NA,latest,Scaffold,Major,Full,14-06-22,ASM2372169v1,South China Sea Institute of Oceanology,GCA_023721695.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/721/695/GCF_023721695.1_ASM2372169v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_023721695.1_ASM2372169v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alkalimarinus,Alkalimarinus sediminis
GCF_001610895.1_ASM161089v1,1918740,GCF_001610895.1,PRJNA224116,SAMN03417853,NA,na,1636152,1636152,Planctomyces sp. SH-PL62,strain=SH-PL62,NA,latest,Complete Genome,Major,Full,05-04-16,ASM161089v1,NIOO-KNAW,GCA_001610895.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/895/GCF_001610895.1_ASM161089v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001610895.1_ASM161089v1_genomic.fna.gz,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces sp. SH-PL62
GCF_000348805.1_ASM34880v1,178036,GCF_000348805.1,PRJNA224116,SAMD00061034,NA,na,1229512,1653831,Blattabacterium cuenoti BPAA,strain=BPAA,NA,latest,Complete Genome,Major,Full,13-03-13,ASM34880v1,University of the Ryukyus,GCA_000348805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/805/GCF_000348805.1_ASM34880v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000348805.1_ASM34880v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium cuenoti
GCF_001653795.1_ASM165379v1,1723598,GCF_001653795.1,PRJNA224116,SAMN03704891,NA,na,1658665,1658665,Mitsuaria sp. 7,strain=7,NA,latest,Complete Genome,Major,Full,01-06-16,ASM165379v1,Nanjing Agricultural University,GCA_001653795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/795/GCF_001653795.1_ASM165379v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001653795.1_ASM165379v1_genomic.fna.gz,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Mitsuaria,Mitsuaria sp. 7
GCF_001511835.1_XM-1,1428542,GCF_001511835.1,PRJNA224116,SAMEA3682505,NA,na,1663591,1663591,Magnetospirillum sp. XM-1,NA,XM1,latest,Complete Genome,Major,Full,07-01-16,XM-1,IGGCAS,GCA_001511835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/511/835/GCF_001511835.1_XM-1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001511835.1_XM-1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum sp. XM-1
GCF_004300825.1_ASM430082v1,1093397,GCF_004300825.1,PRJNA224116,SAMN10641948,NA,representative genome,1670830,1670830,Egicoccus halophilus,strain=EGI 80432,NA,latest,Complete Genome,Major,Full,26-02-19,ASM430082v1,Sun Yat-sen University,GCA_004300825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/300/825/GCF_004300825.1_ASM430082v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_004300825.1_ASM430082v1_genomic.fna.gz,Bacteria,Actinomycetota,Nitriliruptoria,Egicoccales,Egicoccaceae,Egicoccus,Egicoccus halophilus
GCF_004322855.1_ASM432285v1,1294404,GCF_004322855.1,PRJNA224116,SAMN10780229,NA,representative genome,1670831,1670831,Egibacter rhizosphaerae,strain=EGI 80759,NA,latest,Complete Genome,Major,Full,03-03-19,ASM432285v1,Sun Yat-Sen University,GCA_004322855.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/322/855/GCF_004322855.1_ASM432285v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_004322855.1_ASM432285v1_genomic.fna.gz,Bacteria,Actinomycetota,Nitriliruptoria,Egibacterales,Egibacteraceae,Egibacter,Egibacter rhizosphaerae
GCF_002355415.1_ASM235541v1,1135265,GCF_002355415.1,PRJNA224116,SAMD00036173,NA,representative genome,1675686,1675686,Sulfurifustis variabilis,strain=skN76,NA,latest,Complete Genome,Major,Full,05-02-16,ASM235541v1,"The Institute of Low Temperature Science, Hokkaido University",GCA_002355415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/415/GCF_002355415.1_ASM235541v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_002355415.1_ASM235541v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis,Sulfurifustis variabilis
GCF_003443695.1_ASM344369v1,1578512,GCF_003443695.1,PRJNA224116,SAMN09780816,NA,na,1714848,1714848,Aquimarina sp. AD1,strain=AD1,NA,latest,Complete Genome,Major,Full,04-09-18,ASM344369v1,University of New South Wales,GCA_003443695.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/443/695/GCF_003443695.1_ASM344369v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_003443695.1_ASM344369v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina sp. AD1
GCF_003443715.1_ASM344371v1,1763803,GCF_003443715.1,PRJNA224116,SAMN09780817,NA,na,1714849,1714849,Aquimarina sp. AD10,strain=AD10,NA,latest,Complete Genome,Major,Full,04-09-18,ASM344371v1,University of New South Wales,GCA_003443715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/443/715/GCF_003443715.1_ASM344371v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_003443715.1_ASM344371v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina sp. AD10
GCF_003443675.1_ASM344367v1,1744356,GCF_003443675.1,PRJNA224116,SAMN09780819,NA,na,1714860,1714860,Aquimarina sp. BL5,strain=BL5,NA,latest,Complete Genome,Major,Full,04-09-18,ASM344367v1,University of New South Wales,GCA_003443675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/443/675/GCF_003443675.1_ASM344367v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_003443675.1_ASM344367v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina sp. BL5
GCF_017798205.1_ASM1779820v1,964641,GCF_017798205.1,PRJNA224116,SAMN15482905,NA,na,1715691,1715691,Cognatishimia activa,strain=ECT2AJA-044,NA,latest,Complete Genome,Major,Full,06-04-21,ASM1779820v1,University of Arkansas,GCA_017798205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/798/205/GCF_017798205.1_ASM1779820v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_017798205.1_ASM1779820v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cognatishimia,Cognatishimia activa
GCF_002356295.1_ASM235629v1,1674161,GCF_002356295.1,PRJNA224116,SAMD00078003,NA,representative genome,1717717,1717717,Labilibaculum antarcticum,strain=SPP2,NA,latest,Complete Genome,Major,Full,06-06-17,ASM235629v1,"The Institute of Low Temperature Science, Hokkaido University",GCA_002356295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/295/GCF_002356295.1_ASM235629v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_002356295.1_ASM235629v1_genomic.fna.gz,Bacteria,Bacteroidota,Bacteroidia,Marinilabiliales,Marinifilaceae,Labilibaculum,Labilibaculum antarcticum
GCF_001310225.1_ASM131022v1,1156848,GCF_001310225.1,PRJNA224116,SAMN04156175,NA,representative genome,1736674,1736674,Algibacter alginicilyticus,strain=HZ22,NA,latest,Complete Genome,Major,Full,13-10-15,ASM131022v1,Zhejiang University,GCA_001310225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/310/225/GCF_001310225.1_ASM131022v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001310225.1_ASM131022v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pseudalgibacter,Pseudalgibacter alginicilyticus
GCF_023702635.1_ASM2370263v1,1102319,GCF_023702635.1,PRJNA224116,SAMN28818705,NA,representative genome,1748242,1748242,Spongiibacter taiwanensis,strain=SPT1,NA,latest,Complete Genome,Major,Full,12-06-22,ASM2370263v1,"Institute of Oceanology, Chinese Academy of Sciences",GCA_023702635.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/702/635/GCF_023702635.1_ASM2370263v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_023702635.1_ASM2370263v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,Spongiibacter taiwanensis
GCF_022846615.1_ASM2284661v1,1535967,GCF_022846615.1,PRJNA224116,SAMD00446210,NA,na,1750527,1750527,Roseomonas sp. S08,strain=S08,NA,latest,Complete Genome,Major,Full,11-03-22,ASM2284661v1,"Biological Sciences, Tokyo Metropolitan University",GCA_022846615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/846/615/GCF_022846615.1_ASM2284661v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_022846615.1_ASM2284661v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas fluvialis
GCF_020886115.1_ASM2088611v1,703596,GCF_020886115.1,PRJNA224116,SAMD00409485,NA,na,1751056,1751056,Flavobacterium sp. SHINM13,strain=SHINM13,NA,latest,Complete Genome,Major,Full,20-10-21,ASM2088611v1,"Laboratory for Microbiome Sciences, Center for Integrative Medical Sciences, RIKEN",GCA_020886115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/886/115/GCF_020886115.1_ASM2088611v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_020886115.1_ASM2088611v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium ammonificans
GCF_019670005.1_ASM1967000v1,1500740,GCF_019670005.1,PRJNA224116,SAMD00172935,NA,representative genome,1760988,1760988,Methylomagnum ishizawai,strain=RS11D-Pr,NA,latest,Complete Genome,Major,Full,02-06-21,ASM1967000v1,"Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University",GCA_019670005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/670/005/GCF_019670005.1_ASM1967000v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_019670005.1_ASM1967000v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomagnum,Methylomagnum ishizawai
GCF_003687485.1_ASM368748v1,1397486,GCF_003687485.1,PRJNA224116,SAMN09915277,NA,representative genome,1761453,1761453,Euzebyella marina,strain=RN62,NA,latest,Complete Genome,Major,Full,24-10-18,ASM368748v1,Ocean University of China,GCA_003687485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/687/485/GCF_003687485.1_ASM368748v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_003687485.1_ASM368748v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Euzebyella,Euzebyella marina
GCF_001975725.1_ASM197572v1,1008299,GCF_001975725.1,PRJNA224116,SAMN06240324,NA,representative genome,1765967,1765967,Acidihalobacter ferrooxydans,strain=V8,NA,latest,Chromosome,Major,Full,30-01-17,ASM197572v1,Curtin University,GCA_001975725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/725/GCF_001975725.1_ASM197572v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001975725.1_ASM197572v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Acidihalobacter,Acidihalobacter ferrooxydans
GCF_001477625.1_ASM147762v1,1487938,GCF_001477625.1,PRJNA224116,SAMN04325384,NA,na,1768242,1768242,Paucibacter sp. KCTC 42545,strain=KCTC 42545,NA,latest,Complete Genome,Major,Full,22-12-15,ASM147762v1,Korean Research Institute of BioSicence and BioTechnology,GCA_001477625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/477/625/GCF_001477625.1_ASM147762v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001477625.1_ASM147762v1_genomic.fna.gz,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,NA,Paucibacter,Paucibacter sp. KCTC 42545
GCF_004341725.1_ASM434172v1,891541,GCF_004341725.1,PRJNA224116,SAMN10362857,SLZW00000000.1,representative genome,1773489,1773489,Varunaivibrio sulfuroxidans,strain=DSM 101688,NA,latest,NA,Major,Full,11-03-19,ASM434172v1,DOE Joint Genome Institute,GCA_004341725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/341/725/GCF_004341725.1_ASM434172v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_004341725.1_ASM434172v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Varunaivibrio,Varunaivibrio sulfuroxidans
GCF_001761365.1_ASM176136v1,1081070,GCF_001761365.1,PRJNA224116,SAMN05726018,NA,representative genome,1774273,1774273,Polaribacter vadi,strain=LPB0003,NA,latest,Complete Genome,Major,Full,12-10-16,ASM176136v1,Korea University,GCA_001761365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/365/GCF_001761365.1_ASM176136v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001761365.1_ASM176136v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter vadi
GCF_003258705.1_ASM325870v1,1582053,GCF_003258705.1,PRJNA224116,SAMN09208224,NA,representative genome,1784714,1784714,Arcticibacterium luteifluviistationis,strain=SM1504,NA,latest,Complete Genome,Major,Full,20-06-18,ASM325870v1,Shandong University,GCA_003258705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/258/705/GCF_003258705.1_ASM325870v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_003258705.1_ASM325870v1_genomic.fna.gz,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Arcticibacterium,Arcticibacterium luteifluviistationis
GCF_016765655.2_ASM1676565v2,2245687,GCF_016765655.2,PRJNA224116,SAMN17313770,NA,representative genome,1789672,1789672,Skermanella mucosa,strain=KEMB 2255-438,NA,latest,Complete Genome,Major,Full,09-11-21,ASM1676565v2,Changwon National University,GCA_016765655.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/765/655/GCF_016765655.2_ASM1676565v2,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_016765655.2_ASM1676565v2_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Skermanella,Skermanella mucosa
GCF_001697185.1_ASM169718v1,985387,GCF_001697185.1,PRJNA224116,SAMN04451729,NA,representative genome,1790137,1790137,Wenyingzhuangia fucanilytica,strain=CZ1127,NA,latest,Complete Genome,Major,Full,02-08-16,ASM169718v1,Ocean University of China,GCA_001697185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/697/185/GCF_001697185.1_ASM169718v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001697185.1_ASM169718v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,Wenyingzhuangia fucanilytica
GCF_900104785.1_IMG-taxon_2634166173_annotated_assembly,910382,GCF_900104785.1,PRJNA224116,SAMN04515667,NA,na,1798225,1798225,Formosa sp. Hel1_31_208,strain=Hel1_31_208,NA,latest,Chromosome,Major,Full,20-10-16,IMG-taxon 2634166173 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCA_900104785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/785/GCF_900104785.1_IMG-taxon_2634166173_annotated_assembly,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_900104785.1_IMG-taxon_2634166173_annotated_assembly_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa sp. Hel1_31_208
GCF_002886045.1_ASM288604v1,1654986,GCF_002886045.1,PRJNA224116,SAMN08325534,NA,representative genome,1803846,1803846,Flavivirga eckloniae,strain=ECD14,NA,latest,Complete Genome,Major,Full,17-01-18,ASM288604v1,Sunchon National University,GCA_002886045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/886/045/GCF_002886045.1_ASM288604v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_002886045.1_ASM288604v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavivirga,Flavivirga eckloniae
GCF_900066015.1_Cfx-K,1452360,GCF_900066015.1,PRJNA224116,SAMEA3627641,NA,representative genome,1806508,1806508,Candidatus Promineofilum breve,strain=Cfx-K,NA,latest,Complete Genome,Major,Full,28-06-16,Cfx-K,"Department of Biotechnology, Chemistry and Environmental Engineering, Aalborg University",GCA_900066015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/066/015/GCF_900066015.1_Cfx-K,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_900066015.1_Cfx-K_genomic.fna.gz,Bacteria,Chloroflexota,Ardenticatenia,NA,NA,Candidatus Promineifilum,Candidatus Promineofilum breve
GCF_001697225.1_ASM169722v1,920937,GCF_001697225.1,PRJNA224116,SAMN04528780,NA,representative genome,1810504,1810504,Immundisolibacter cernigliae,strain=TR3.2,NA,latest,Complete Genome,Major,Full,02-08-16,ASM169722v1,University of North Carolina - Chapel Hill,GCA_001697225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/697/225/GCF_001697225.1_ASM169722v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001697225.1_ASM169722v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,Immundisolibacter,Immundisolibacter cernigliae
GCF_003967195.1_ASM396719v1,927895,GCF_003967195.1,PRJNA224116,SAMD00126346,NA,representative genome,1811807,1811807,Sulfuriflexus mobilis,strain=aks1,NA,latest,Complete Genome,Major,Full,25-10-18,ASM396719v1,"The Institute of Low Temperature Science, Hokkaido University",GCA_003967195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/195/GCF_003967195.1_ASM396719v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_003967195.1_ASM396719v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Sulfuriflexus,Sulfuriflexus mobilis
GCF_001767295.1_ASM176729v1,1377225,GCF_001767295.1,PRJNA224116,SAMN04562546,NA,na,1816218,1816218,Colwellia sp. PAMC 20917,strain=PAMC 20917,NA,latest,Complete Genome,Major,Full,18-10-16,ASM176729v1,Korea Polar Research Institute,GCA_001767295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/767/295/GCF_001767295.1_ASM176729v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001767295.1_ASM176729v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia sp. PAMC 20917
GCF_001611275.1_ASM161127v1,1139098,GCF_001611275.1,PRJNA224116,SAMN04590833,NA,na,1823759,1823759,Desulfuromonas sp. DDH964,strain=DDH964,NA,latest,Complete Genome,Major,Full,05-04-16,ASM161127v1,Pacific Biosciences,GCA_001611275.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/275/GCF_001611275.1_ASM161127v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001611275.1_ASM161127v1_genomic.fna.gz,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas sp. DDH964
GCF_001913155.1_ASM191315v1,1248703,GCF_001913155.1,PRJNA224116,SAMN04633439,NA,representative genome,1836467,1836467,Maribacter hydrothermalis,strain=T28,NA,latest,Complete Genome,Major,Full,21-12-16,ASM191315v1,Xiamen University,GCA_001913155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/913/155/GCF_001913155.1_ASM191315v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001913155.1_ASM191315v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter hydrothermalis
GCF_001887775.1_ASM188777v1,957569,GCF_001887775.1,PRJNA224116,SAMN04909703,NA,representative genome,1842532,1842532,Syntrophotalea acetylenivorans,strain=SFB93,NA,latest,Complete Genome,Major,Full,30-11-16,ASM188777v1,US Geological Survey,GCA_001887775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/775/GCF_001887775.1_ASM188777v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001887775.1_ASM188777v1_genomic.fna.gz,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea,Syntrophotalea acetylenivorans
